time,R-AP,L-AP,R-ML,L-ML,R-VT,L-VT
0.6333,-0.1351,-0.0979,0.5721,0.2935,-0.3313,-0.1502
0.635,-0.136,-0.0994,0.5844,0.2905,-0.2897,-0.1603
0.6367,-0.1364,-0.1008,0.5952,0.2897,-0.245,-0.1691
0.6383,-0.1363,-0.1021,0.6043,0.2913,-0.1977,-0.1766
0.64,-0.1358,-0.1033,0.6116,0.2954,-0.1482,-0.1827
0.6417,-0.1349,-0.1045,0.6171,0.3018,-0.0973,-0.1873
0.6433,-0.1338,-0.1055,0.6207,0.3106,-0.0455,-0.1904
0.645,-0.1326,-0.1065,0.6225,0.3215,0.0065,-0.192
0.6467,-0.1315,-0.1075,0.6226,0.3345,0.0581,-0.1919
0.6483,-0.1304,-0.1085,0.6211,0.3494,0.1086,-0.1904
0.65,-0.1296,-0.1096,0.6179,0.366,0.1573,-0.1872
0.6517,-0.1292,-0.1107,0.6134,0.3839,0.2036,-0.1825
0.6533,-0.1294,-0.112,0.6076,0.4031,0.247,-0.1762
0.655,-0.1301,-0.1134,0.6007,0.4231,0.2869,-0.1685
0.6567,-0.1315,-0.115,0.593,0.4438,0.3227,-0.1594
0.6583,-0.1336,-0.1167,0.5846,0.4648,0.354,-0.1489
0.66,-0.1366,-0.1187,0.5757,0.4859,0.3806,-0.1371
0.6617,-0.1405,-0.1208,0.5666,0.5068,0.402,-0.1242
0.6633,-0.1453,-0.1231,0.5574,0.5273,0.418,-0.1103
0.665,-0.1509,-0.1257,0.5483,0.5472,0.4285,-0.0956
0.6667,-0.1574,-0.1284,0.5394,0.5662,0.4335,-0.0802
0.6683,-0.1647,-0.1312,0.531,0.5843,0.4329,-0.0643
0.67,-0.1728,-0.1341,0.5231,0.6012,0.4268,-0.0481
0.6717,-0.1815,-0.1372,0.5158,0.6169,0.4155,-0.0319
0.6733,-0.1907,-0.1403,0.5091,0.6312,0.399,-0.0159
0.675,-0.2004,-0.1434,0.503,0.6442,0.3777,-0.0004
0.6767,-0.2104,-0.1466,0.4976,0.6558,0.3519,0.0144
0.6783,-0.2205,-0.1498,0.4927,0.6659,0.3219,0.0283
0.68,-0.2307,-0.153,0.4884,0.6747,0.2882,0.0409
0.6817,-0.2407,-0.1561,0.4844,0.6821,0.2512,0.0521
0.6833,-0.2504,-0.1592,0.4807,0.6881,0.2114,0.0616
0.685,-0.2597,-0.1622,0.4771,0.693,0.1692,0.0692
0.6867,-0.2685,-0.165,0.4735,0.6968,0.1252,0.0749
0.6883,-0.2766,-0.1678,0.4698,0.6995,0.0797,0.0783
0.69,-0.284,-0.1704,0.4656,0.7012,0.0334,0.0796
0.6917,-0.2906,-0.1727,0.461,0.7021,-0.0132,0.0786
0.6933,-0.2963,-0.1748,0.4558,0.7024,-0.0598,0.0754
0.695,-0.3012,-0.1766,0.4498,0.702,-0.1059,0.07
0.6967,-0.3052,-0.1779,0.443,0.7011,-0.1509,0.0626
0.6983,-0.3084,-0.1788,0.4353,0.6997,-0.1945,0.0534
0.7,-0.3108,-0.1791,0.4267,0.6981,-0.2364,0.0425
0.7017,-0.3124,-0.1788,0.4172,0.6963,-0.2761,0.0302
0.7033,-0.3134,-0.1778,0.4067,0.6942,-0.3133,0.0167
0.705,-0.3137,-0.176,0.3955,0.6921,-0.3479,0.0025
0.7067,-0.3136,-0.1735,0.3835,0.69,-0.3796,-0.0124
0.7083,-0.3131,-0.1701,0.371,0.6879,-0.4081,-0.0274
0.71,-0.3122,-0.1658,0.3579,0.6859,-0.4333,-0.0423
0.7117,-0.3111,-0.1606,0.3446,0.684,-0.4552,-0.0568
0.7133,-0.3099,-0.1547,0.3311,0.6823,-0.4736,-0.0706
0.715,-0.3085,-0.1479,0.3176,0.6808,-0.4885,-0.0835
0.7167,-0.3073,-0.1403,0.3042,0.6795,-0.4998,-0.0951
0.7183,-0.306,-0.1321,0.2912,0.6785,-0.5077,-0.1053
0.72,-0.305,-0.1234,0.2786,0.6777,-0.5122,-0.114
0.7217,-0.3041,-0.1142,0.2666,0.6773,-0.5133,-0.1209
0.7233,-0.3035,-0.1047,0.2553,0.6771,-0.5114,-0.1259
0.725,-0.3031,-0.0951,0.2447,0.6773,-0.5064,-0.1291
0.7267,-0.3031,-0.0854,0.2349,0.6778,-0.4987,-0.1304
0.7283,-0.3034,-0.0759,0.226,0.6785,-0.4884,-0.1298
0.73,-0.304,-0.0666,0.2179,0.6796,-0.4758,-0.1274
0.7317,-0.3049,-0.0577,0.2106,0.6809,-0.4611,-0.1233
0.7333,-0.3062,-0.0493,0.2041,0.6824,-0.4447,-0.1176
0.735,-0.3077,-0.0414,0.1983,0.6841,-0.4269,-0.1106
0.7367,-0.3096,-0.0342,0.1932,0.686,-0.4078,-0.1023
0.7383,-0.3116,-0.0278,0.1888,0.6878,-0.3878,-0.0931
0.74,-0.3139,-0.0221,0.1849,0.6897,-0.3672,-0.0831
0.7417,-0.3162,-0.0171,0.1814,0.6914,-0.3463,-0.0726
0.7433,-0.3186,-0.013,0.1783,0.693,-0.3253,-0.0618
0.745,-0.3211,-0.0095,0.1755,0.6943,-0.3045,-0.051
0.7467,-0.3234,-0.0068,0.173,0.6951,-0.2842,-0.0405
0.7483,-0.3255,-0.0048,0.1705,0.6955,-0.2646,-0.0304
0.75,-0.3274,-0.0034,0.1682,0.6952,-0.246,-0.0211
0.7517,-0.3289,-0.0026,0.1658,0.6943,-0.2286,-0.0126
0.7533,-0.3299,-0.0024,0.1635,0.6924,-0.2125,-0.0051
0.755,-0.3304,-0.0026,0.161,0.6897,-0.198,0.0012
0.7567,-0.3302,-0.0033,0.1583,0.686,-0.1851,0.0062
0.7583,-0.3293,-0.0044,0.1555,0.6812,-0.1741,0.0099
0.76,-0.3275,-0.0059,0.1524,0.6753,-0.165,0.0122
0.7617,-0.3248,-0.0077,0.1492,0.6683,-0.1579,0.0132
0.7633,-0.3212,-0.01,0.1458,0.6601,-0.1527,0.0129
0.765,-0.3165,-0.0125,0.1422,0.651,-0.1494,0.0112
0.7667,-0.3107,-0.0155,0.1384,0.6408,-0.148,0.0084
0.7683,-0.3037,-0.0188,0.1345,0.6298,-0.1483,0.0046
0.77,-0.2956,-0.0225,0.1306,0.618,-0.1502,-0.0003
0.7717,-0.2864,-0.0267,0.1266,0.6057,-0.1535,-0.0059
0.7733,-0.2761,-0.0313,0.1228,0.5929,-0.1579,-0.0122
0.775,-0.2647,-0.0364,0.119,0.58,-0.1632,-0.0191
0.7767,-0.2523,-0.042,0.1154,0.5672,-0.1691,-0.0264
0.7783,-0.2391,-0.048,0.1121,0.5546,-0.1755,-0.0339
0.78,-0.2251,-0.0547,0.1091,0.5426,-0.1819,-0.0415
0.7817,-0.2104,-0.0618,0.1064,0.5314,-0.1883,-0.0491
0.7833,-0.1954,-0.0694,0.104,0.5213,-0.1942,-0.0566
0.785,-0.1802,-0.0775,0.102,0.5125,-0.1997,-0.0637
0.7867,-0.1649,-0.086,0.1004,0.5052,-0.2045,-0.0704
0.7883,-0.1499,-0.0949,0.0992,0.4996,-0.2085,-0.0766
0.79,-0.1353,-0.1041,0.0983,0.4958,-0.2117,-0.0821
0.7917,-0.1215,-0.1134,0.0978,0.4939,-0.2141,-0.0869
0.7933,-0.1087,-0.1228,0.0976,0.4941,-0.2156,-0.0907
0.795,-0.0972,-0.1322,0.0976,0.4962,-0.2164,-0.0936
0.7967,-0.0871,-0.1413,0.0979,0.5002,-0.2165,-0.0955
0.7983,-0.0788,-0.1501,0.0985,0.5061,-0.216,-0.0962
0.8,-0.0724,-0.1584,0.0992,0.5136,-0.215,-0.0957
0.8017,-0.0681,-0.166,0.1,0.5226,-0.2136,-0.0939
0.8033,-0.0662,-0.1728,0.101,0.5327,-0.212,-0.0909
0.805,-0.0666,-0.1786,0.1021,0.5438,-0.2102,-0.0867
0.8067,-0.0695,-0.1832,0.1032,0.5554,-0.2083,-0.0813
0.8083,-0.0749,-0.1866,0.1044,0.5674,-0.2064,-0.0747
0.81,-0.0828,-0.1887,0.1057,0.5792,-0.2044,-0.067
0.8117,-0.093,-0.1893,0.107,0.5907,-0.2024,-0.0583
0.8133,-0.1056,-0.1885,0.1083,0.6015,-0.2003,-0.0487
0.815,-0.1201,-0.1862,0.1097,0.6113,-0.1981,-0.0384
0.8167,-0.1366,-0.1823,0.1111,0.6199,-0.1957,-0.0276
0.8183,-0.1546,-0.1769,0.1126,0.6271,-0.1932,-0.0163
0.82,-0.1738,-0.1702,0.1141,0.6327,-0.1903,-0.0048
0.8217,-0.194,-0.1621,0.1157,0.6366,-0.1871,0.0066
0.8233,-0.2147,-0.1527,0.1174,0.6387,-0.1835,0.018
0.825,-0.2356,-0.1422,0.119,0.639,-0.1795,0.0289
0.8267,-0.2562,-0.1308,0.1207,0.6376,-0.1751,0.0394
0.8283,-0.2761,-0.1185,0.1224,0.6345,-0.1703,0.0491
0.83,-0.295,-0.1057,0.124,0.6299,-0.1651,0.058
0.8317,-0.3125,-0.0924,0.1256,0.6238,-0.1597,0.0659
0.8333,-0.3282,-0.0789,0.1271,0.6165,-0.1542,0.0728
0.835,-0.3418,-0.0654,0.1285,0.6082,-0.1487,0.0784
0.8367,-0.353,-0.0521,0.1299,0.599,-0.1434,0.0827
0.8383,-0.3616,-0.0392,0.1311,0.5893,-0.1385,0.0857
0.84,-0.3675,-0.0269,0.1322,0.5792,-0.1341,0.0873
0.8417,-0.3704,-0.0154,0.1331,0.5689,-0.1305,0.0874
0.8433,-0.3704,-0.0048,0.134,0.5588,-0.1278,0.0861
0.845,-0.3673,0.0047,0.1348,0.549,-0.1262,0.0833
0.8467,-0.3614,0.0129,0.1355,0.5397,-0.126,0.0791
0.8483,-0.3526,0.0198,0.1361,0.5312,-0.1271,0.0735
0.85,-0.3412,0.0253,0.1367,0.5234,-0.1299,0.0665
0.8517,-0.3274,0.0293,0.1373,0.5167,-0.1343,0.0582
0.8533,-0.3114,0.0318,0.1378,0.5111,-0.1404,0.0487
0.855,-0.2936,0.0329,0.1384,0.5067,-0.1482,0.0382
0.8567,-0.2743,0.0325,0.139,0.5035,-0.1578,0.0266
0.8583,-0.254,0.0308,0.1395,0.5015,-0.169,0.0143
0.86,-0.233,0.0278,0.1401,0.5007,-0.1818,0.0014
0.8617,-0.2116,0.0237,0.1406,0.5011,-0.1961,-0.012
0.8633,-0.1904,0.0186,0.141,0.5026,-0.2117,-0.0257
0.865,-0.1698,0.0126,0.1414,0.5051,-0.2284,-0.0396
0.8667,-0.15,0.006,0.1417,0.5084,-0.2459,-0.0533
0.8683,-0.1316,-0.0012,0.1418,0.5125,-0.2641,-0.0669
0.87,-0.1147,-0.0087,0.1418,0.5172,-0.2826,-0.0801
0.8717,-0.0998,-0.0163,0.1415,0.5223,-0.3011,-0.0928
0.8733,-0.087,-0.0238,0.141,0.5277,-0.3194,-0.1048
0.875,-0.0766,-0.0312,0.1402,0.5332,-0.3372,-0.1161
0.8767,-0.0688,-0.0382,0.1391,0.5387,-0.354,-0.1265
0.8783,-0.0636,-0.0447,0.1378,0.5441,-0.3696,-0.136
0.88,-0.061,-0.0506,0.1361,0.5492,-0.3836,-0.1445
0.8817,-0.0611,-0.0558,0.1342,0.554,-0.3959,-0.1519
0.8833,-0.0637,-0.0601,0.132,0.5583,-0.4059,-0.1583
0.885,-0.0689,-0.0636,0.1295,0.5622,-0.4137,-0.1636
0.8867,-0.0764,-0.0662,0.1269,0.5655,-0.4189,-0.1677
0.8883,-0.0859,-0.0678,0.1241,0.5683,-0.4214,-0.1708
0.89,-0.0974,-0.0686,0.1211,0.5705,-0.4212,-0.1727
0.8917,-0.1105,-0.0684,0.1181,0.5723,-0.4182,-0.1736
0.8933,-0.125,-0.0674,0.1151,0.5735,-0.4124,-0.1734
0.895,-0.1406,-0.0656,0.1121,0.5742,-0.4041,-0.1722
0.8967,-0.1571,-0.0631,0.1091,0.5746,-0.3933,-0.17
0.8983,-0.1741,-0.0599,0.1063,0.5745,-0.3802,-0.167
0.9,-0.1915,-0.0563,0.1036,0.5742,-0.3651,-0.163
0.9017,-0.209,-0.0522,0.1012,0.5736,-0.3483,-0.1583
0.9033,-0.2264,-0.0478,0.099,0.5728,-0.3301,-0.1528
0.905,-0.2435,-0.0432,0.0971,0.5718,-0.3108,-0.1466
0.9067,-0.2602,-0.0384,0.0955,0.5707,-0.2909,-0.1398
0.9083,-0.2761,-0.0337,0.0942,0.5695,-0.2705,-0.1325
0.91,-0.2914,-0.0291,0.0932,0.5683,-0.2502,-0.1248
0.9117,-0.3057,-0.0246,0.0926,0.5669,-0.2302,-0.1167
0.9133,-0.3191,-0.0204,0.0923,0.5654,-0.2109,-0.1083
0.915,-0.3314,-0.0165,0.0923,0.5639,-0.1924,-0.0998
0.9167,-0.3426,-0.013,0.0926,0.5622,-0.1751,-0.0912
0.9183,-0.3527,-0.0099,0.0932,0.5604,-0.1592,-0.0826
0.92,-0.3615,-0.0072,0.0941,0.5583,-0.1449,-0.0742
0.9217,-0.3693,-0.005,0.0952,0.556,-0.1323,-0.0661
0.9233,-0.3758,-0.0033,0.0965,0.5534,-0.1214,-0.0583
0.925,-0.3812,-0.002,0.0979,0.5504,-0.1125,-0.051
0.9267,-0.3855,-0.0012,0.0995,0.5469,-0.1054,-0.0443
0.9283,-0.3886,-0.0009,0.1011,0.543,-0.1003,-0.0382
0.93,-0.3907,-0.001,0.1029,0.5386,-0.097,-0.0329
0.9317,-0.3918,-0.0015,0.1046,0.5337,-0.0955,-0.0284
0.9333,-0.3919,-0.0025,0.1063,0.5283,-0.0957,-0.0249
0.935,-0.391,-0.0039,0.1079,0.5223,-0.0975,-0.0222
0.9367,-0.3893,-0.0058,0.1095,0.5159,-0.1007,-0.0205
0.9383,-0.3867,-0.008,0.1108,0.5091,-0.1051,-0.0198
0.94,-0.3832,-0.0105,0.112,0.5019,-0.1106,-0.0201
0.9417,-0.379,-0.0134,0.113,0.4944,-0.1168,-0.0214
0.9433,-0.3741,-0.0165,0.1137,0.4867,-0.1237,-0.0236
0.945,-0.3685,-0.0199,0.1141,0.479,-0.1308,-0.0266
0.9467,-0.3622,-0.0235,0.1141,0.4713,-0.138,-0.0305
0.9483,-0.3554,-0.0272,0.1139,0.4638,-0.145,-0.0352
0.95,-0.348,-0.0311,0.1133,0.4566,-0.1516,-0.0405
0.9517,-0.3401,-0.0349,0.1123,0.4498,-0.1575,-0.0463
0.9533,-0.3318,-0.0388,0.1109,0.4435,-0.1626,-0.0525
0.955,-0.323,-0.0425,0.1092,0.4379,-0.1668,-0.0591
0.9567,-0.314,-0.0462,0.1071,0.4329,-0.17,-0.0658
0.9583,-0.3047,-0.0496,0.1046,0.4286,-0.1721,-0.0724
0.96,-0.2952,-0.0529,0.1018,0.4252,-0.1732,-0.0789
0.9617,-0.2856,-0.0558,0.0986,0.4226,-0.1733,-0.0851
0.9633,-0.2759,-0.0585,0.0952,0.4209,-0.1726,-0.0907
0.965,-0.2662,-0.0608,0.0915,0.42,-0.1711,-0.0957
0.9667,-0.2566,-0.0627,0.0877,0.42,-0.1692,-0.0999
0.9683,-0.2473,-0.0642,0.0836,0.4208,-0.1671,-0.1031
0.97,-0.2382,-0.0652,0.0795,0.4224,-0.1649,-0.1052
0.9717,-0.2296,-0.0658,0.0753,0.4248,-0.1629,-0.1062
0.9733,-0.2215,-0.066,0.0711,0.4278,-0.1612,-0.1059
0.975,-0.214,-0.0656,0.0669,0.4315,-0.1601,-0.1042
0.9767,-0.2073,-0.0648,0.0628,0.4356,-0.1597,-0.1012
0.9783,-0.2014,-0.0636,0.0588,0.4403,-0.1601,-0.0967
0.98,-0.1965,-0.0619,0.055,0.4453,-0.1612,-0.0909
0.9817,-0.1926,-0.0599,0.0513,0.4507,-0.1631,-0.0837
0.9833,-0.1898,-0.0575,0.0479,0.4562,-0.1657,-0.0752
0.985,-0.1883,-0.0549,0.0446,0.462,-0.1688,-0.0655
0.9867,-0.1879,-0.0521,0.0415,0.4678,-0.1724,-0.0547
0.9883,-0.1888,-0.0492,0.0387,0.4737,-0.1761,-0.0428
0.99,-0.1908,-0.0462,0.036,0.4797,-0.1797,-0.0301
0.9917,-0.1941,-0.0434,0.0336,0.4856,-0.1831,-0.0167
0.9933,-0.1984,-0.0407,0.0313,0.4915,-0.186,-0.0026
0.995,-0.2038,-0.0383,0.0291,0.4973,-0.1882,0.0118
0.9967,-0.21,-0.0362,0.0271,0.5031,-0.1895,0.0265
0.9983,-0.217,-0.0345,0.0252,0.5089,-0.1896,0.0412
1,-0.2246,-0.0333,0.0235,0.5147,-0.1886,0.0559
1.0017,-0.2325,-0.0327,0.0218,0.5205,-0.1863,0.0703
1.0033,-0.2406,-0.0327,0.0202,0.5263,-0.1828,0.0843
1.005,-0.2487,-0.0333,0.0186,0.5323,-0.1779,0.0976
1.0067,-0.2566,-0.0345,0.0172,0.5383,-0.172,0.1102
1.0083,-0.2641,-0.0362,0.0158,0.5444,-0.165,0.1219
1.01,-0.2711,-0.0386,0.0144,0.5506,-0.1573,0.1324
1.0117,-0.2772,-0.0415,0.0132,0.557,-0.1489,0.1417
1.0133,-0.2825,-0.0448,0.012,0.5634,-0.1402,0.1496
1.015,-0.2867,-0.0486,0.011,0.5698,-0.1313,0.156
1.0167,-0.2898,-0.0526,0.01,0.5762,-0.1227,0.1607
1.0183,-0.2918,-0.0568,0.0091,0.5824,-0.1144,0.1637
1.02,-0.2925,-0.061,0.0084,0.5885,-0.1069,0.1648
1.0217,-0.292,-0.0653,0.0078,0.5942,-0.1002,0.1642
1.0233,-0.2904,-0.0694,0.0074,0.5994,-0.0946,0.1616
1.025,-0.2876,-0.0732,0.007,0.6041,-0.0903,0.1572
1.0267,-0.2839,-0.0767,0.0069,0.608,-0.0873,0.1511
1.0283,-0.2792,-0.0797,0.0068,0.6111,-0.0858,0.1433
1.03,-0.2738,-0.0822,0.0069,0.6132,-0.0857,0.134
1.0317,-0.2678,-0.0841,0.0071,0.6142,-0.087,0.1235
1.0333,-0.2614,-0.0853,0.0074,0.6141,-0.0897,0.1118
1.035,-0.2548,-0.0858,0.0079,0.6126,-0.0936,0.0992
1.0367,-0.2481,-0.0855,0.0084,0.6099,-0.0985,0.0861
1.0383,-0.2416,-0.0845,0.009,0.6059,-0.1042,0.0726
1.04,-0.2353,-0.0828,0.0097,0.6006,-0.1105,0.0591
1.0417,-0.2295,-0.0803,0.0106,0.594,-0.117,0.0458
1.0433,-0.2243,-0.0771,0.0115,0.5862,-0.1235,0.033
1.045,-0.2198,-0.0732,0.0125,0.5774,-0.1296,0.0208
1.0467,-0.2161,-0.0687,0.0137,0.5677,-0.1352,0.0095
1.0483,-0.2132,-0.0637,0.015,0.5571,-0.1399,-0.0006
1.05,-0.2112,-0.0583,0.0164,0.546,-0.1436,-0.0096
1.0517,-0.2101,-0.0525,0.018,0.5344,-0.1461,-0.0172
1.0533,-0.2099,-0.0465,0.0198,0.5226,-0.1473,-0.0235
1.055,-0.2104,-0.0403,0.0218,0.5109,-0.1473,-0.0283
1.0567,-0.2117,-0.0341,0.024,0.4993,-0.1461,-0.0317
1.0583,-0.2136,-0.028,0.0263,0.4882,-0.1437,-0.0338
1.06,-0.2161,-0.0221,0.0289,0.4778,-0.1405,-0.0346
1.0617,-0.2189,-0.0166,0.0316,0.4682,-0.1366,-0.0341
1.0633,-0.2221,-0.0115,0.0345,0.4596,-0.1322,-0.0326
1.065,-0.2253,-0.0069,0.0375,0.4522,-0.1278,-0.0302
1.0667,-0.2286,-0.003,0.0406,0.4462,-0.1234,-0.0269
1.0683,-0.2318,0.0002,0.0437,0.4417,-0.1195,-0.0229
1.07,-0.2347,0.0025,0.0469,0.4388,-0.1162,-0.0184
1.0717,-0.2372,0.004,0.0499,0.4376,-0.1137,-0.0134
1.0733,-0.2394,0.0045,0.0529,0.438,-0.1123,-0.008
1.075,-0.2409,0.0041,0.0556,0.4403,-0.1119,-0.0024
1.0767,-0.2419,0.0027,0.0581,0.4442,-0.1125,0.0034
1.0783,-0.2422,0.0004,0.0603,0.4498,-0.1142,0.0094
1.08,-0.2419,-0.0028,0.0621,0.4569,-0.1167,0.0155
1.0817,-0.2409,-0.0069,0.0636,0.4655,-0.1199,0.0217
1.0833,-0.2392,-0.0118,0.0646,0.4753,-0.1236,0.0279
1.085,-0.2368,-0.0174,0.0653,0.4862,-0.1274,0.0342
1.0867,-0.2339,-0.0236,0.0655,0.498,-0.1309,0.0405
1.0883,-0.2304,-0.0302,0.0653,0.5105,-0.1338,0.0467
1.09,-0.2264,-0.0372,0.0647,0.5233,-0.1358,0.053
1.0917,-0.222,-0.0443,0.0638,0.5363,-0.1363,0.0591
1.0933,-0.2173,-0.0514,0.0626,0.5492,-0.1351,0.0651
1.095,-0.2123,-0.0584,0.0611,0.5617,-0.1318,0.0708
1.0967,-0.2071,-0.065,0.0594,0.5736,-0.1261,0.0763
1.0983,-0.2017,-0.0712,0.0576,0.5847,-0.1179,0.0813
1.1,-0.1963,-0.0767,0.0557,0.5949,-0.1069,0.0858
1.1017,-0.1909,-0.0814,0.0538,0.6038,-0.0931,0.0897
1.1033,-0.1854,-0.0852,0.0519,0.6116,-0.0765,0.0928
1.105,-0.1801,-0.0879,0.0502,0.6179,-0.0572,0.0949
1.1067,-0.1748,-0.0895,0.0486,0.6228,-0.0355,0.0959
1.1083,-0.1695,-0.0899,0.0473,0.6263,-0.0117,0.0957
1.11,-0.1644,-0.089,0.0463,0.6283,0.0141,0.0942
1.1117,-0.1594,-0.0869,0.0455,0.6288,0.0412,0.0912
1.1133,-0.1545,-0.0836,0.0452,0.6279,0.0692,0.0867
1.115,-0.1497,-0.0791,0.0452,0.6257,0.0977,0.0806
1.1167,-0.145,-0.0737,0.0456,0.6222,0.1261,0.073
1.1183,-0.1406,-0.0673,0.0465,0.6176,0.1537,0.0638
1.12,-0.1364,-0.0601,0.0477,0.612,0.1801,0.0532
1.1217,-0.1324,-0.0524,0.0494,0.6055,0.2047,0.0413
1.1233,-0.1288,-0.0443,0.0514,0.5983,0.2269,0.0283
1.125,-0.1257,-0.0361,0.0538,0.5906,0.2461,0.0143
1.1267,-0.1231,-0.0279,0.0564,0.5823,0.2621,-0.0003
1.1283,-0.1211,-0.02,0.0593,0.5738,0.2742,-0.0153
1.13,-0.1198,-0.0125,0.0623,0.5651,0.2823,-0.0305
1.1317,-0.1193,-0.0057,0.0655,0.5564,0.286,-0.0454
1.1333,-0.1197,0.0004,0.0687,0.5478,0.2852,-0.0599
1.135,-0.1211,0.0055,0.0719,0.5394,0.2798,-0.0736
1.1367,-0.1234,0.0096,0.0749,0.5313,0.2697,-0.0862
1.1383,-0.1268,0.0126,0.0777,0.5236,0.2551,-0.0975
1.14,-0.1312,0.0144,0.0803,0.5163,0.236,-0.1072
1.1417,-0.1366,0.0151,0.0825,0.5095,0.2129,-0.1151
1.1433,-0.1429,0.0147,0.0843,0.5032,0.1859,-0.1209
1.145,-0.1501,0.0132,0.0855,0.4974,0.1556,-0.1247
1.1467,-0.1579,0.0108,0.0863,0.4922,0.1224,-0.1262
1.1483,-0.1662,0.0075,0.0865,0.4876,0.0868,-0.1253
1.15,-0.1749,0.0034,0.086,0.4835,0.0494,-0.1222
1.1517,-0.1837,-0.0012,0.085,0.48,0.0109,-0.1168
1.1533,-0.1925,-0.0061,0.0833,0.477,-0.028,-0.1092
1.155,-0.201,-0.0114,0.081,0.4745,-0.0669,-0.0995
1.1567,-0.2091,-0.0166,0.0781,0.4725,-0.1049,-0.0878
1.1583,-0.2166,-0.0218,0.0747,0.471,-0.1414,-0.0745
1.16,-0.2232,-0.0267,0.0708,0.4699,-0.176,-0.0596
1.1617,-0.2288,-0.0311,0.0664,0.4691,-0.2079,-0.0436
1.1633,-0.2333,-0.035,0.0617,0.4687,-0.2368,-0.0266
1.165,-0.2366,-0.0382,0.0567,0.4686,-0.2621,-0.009
1.1667,-0.2385,-0.0405,0.0515,0.4688,-0.2837,0.0089
1.1683,-0.239,-0.0421,0.0462,0.4691,-0.3011,0.0268
1.17,-0.2381,-0.0427,0.0408,0.4697,-0.3143,0.0443
1.1717,-0.2359,-0.0423,0.0355,0.4704,-0.3232,0.0611
1.1733,-0.2322,-0.041,0.0303,0.4712,-0.3279,0.077
1.175,-0.2274,-0.0387,0.0253,0.4722,-0.3285,0.0917
1.1767,-0.2213,-0.0354,0.0207,0.4732,-0.3253,0.1049
1.1783,-0.2142,-0.0313,0.0163,0.4742,-0.3186,0.1164
1.18,-0.2062,-0.0264,0.0125,0.4754,-0.3089,0.1262
1.1817,-0.1975,-0.0207,0.0091,0.4766,-0.2967,0.134
1.1833,-0.1883,-0.0144,0.0063,0.478,-0.2825,0.1398
1.185,-0.1787,-0.0077,0.004,0.4794,-0.2669,0.1436
1.1867,-0.169,-0.0005,0.0024,0.4811,-0.2505,0.1454
1.1883,-0.1593,0.0069,0.0014,0.4829,-0.2339,0.1453
1.19,-0.1499,0.0145,0.001,0.4849,-0.2176,0.1433
1.1917,-0.1409,0.0222,0.0013,0.4871,-0.2023,0.1397
1.1933,-0.1324,0.0297,0.0021,0.4896,-0.1885,0.1346
1.195,-0.1247,0.0371,0.0035,0.4924,-0.1767,0.1281
1.1967,-0.1178,0.0442,0.0054,0.4955,-0.1673,0.1205
1.1983,-0.1119,0.051,0.0077,0.4989,-0.1606,0.1119
1.2,-0.1071,0.0574,0.0104,0.5025,-0.157,0.1027
1.2017,-0.1033,0.0633,0.0134,0.5064,-0.1568,0.0929
1.2033,-0.1006,0.0687,0.0166,0.5106,-0.16,0.0828
1.205,-0.0991,0.0736,0.0199,0.515,-0.1668,0.0725
1.2067,-0.0987,0.0779,0.0234,0.5196,-0.1772,0.0622
1.2083,-0.0993,0.0817,0.0268,0.5243,-0.1911,0.0519
1.21,-0.101,0.0849,0.0301,0.5292,-0.2083,0.0419
1.2117,-0.1035,0.0876,0.0333,0.5342,-0.2288,0.0321
1.2133,-0.1069,0.0898,0.0363,0.5392,-0.252,0.0227
1.215,-0.1111,0.0915,0.039,0.5442,-0.2778,0.0136
1.2167,-0.1158,0.0928,0.0414,0.5492,-0.3056,0.005
1.2183,-0.1211,0.0936,0.0435,0.554,-0.335,-0.0032
1.22,-0.1267,0.0941,0.0451,0.5587,-0.3655,-0.0109
1.2217,-0.1325,0.0942,0.0464,0.5632,-0.3964,-0.0181
1.2233,-0.1386,0.094,0.0473,0.5675,-0.4272,-0.025
1.225,-0.1446,0.0934,0.0478,0.5713,-0.4573,-0.0313
1.2267,-0.1505,0.0927,0.0479,0.5747,-0.4861,-0.0373
1.2283,-0.1562,0.0917,0.0477,0.5777,-0.513,-0.0428
1.23,-0.1617,0.0905,0.0471,0.58,-0.5375,-0.0479
1.2317,-0.1667,0.0891,0.0462,0.5816,-0.5591,-0.0526
1.2333,-0.1712,0.0875,0.0451,0.5824,-0.5772,-0.0569
1.235,-0.1751,0.0858,0.0437,0.5824,-0.5916,-0.0609
1.2367,-0.1784,0.084,0.0423,0.5814,-0.6018,-0.0645
1.2383,-0.181,0.082,0.0407,0.5793,-0.6078,-0.0677
1.24,-0.1828,0.0799,0.0392,0.5762,-0.6092,-0.0707
1.2417,-0.1839,0.0777,0.0378,0.5719,-0.6061,-0.0733
1.2433,-0.1842,0.0753,0.0365,0.5664,-0.5983,-0.0756
1.245,-0.1838,0.0729,0.0354,0.5598,-0.5861,-0.0777
1.2467,-0.1826,0.0704,0.0347,0.5519,-0.5695,-0.0794
1.2483,-0.1808,0.0679,0.0343,0.5429,-0.5487,-0.0809
1.25,-0.1783,0.0653,0.0344,0.5329,-0.524,-0.082
1.2517,-0.1753,0.0626,0.0351,0.5219,-0.4957,-0.0828
1.2533,-0.1719,0.06,0.0363,0.5101,-0.4643,-0.0832
